Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-EE-A2GL-06A-11D-A194-01	16	653459	89379936	40786	-0.004
TCGA-EE-A2GL-06A-11D-A194-01	17	987221	71088265	33116	-0.0128
TCGA-EE-A2GL-06A-11D-A194-01	17	71088500	71090269	2	-1.2905
TCGA-EE-A2GL-06A-11D-A194-01	17	71090300	80917016	3855	-0.0223
TCGA-EE-A2GL-06A-11D-A194-01	18	329586	38117449	19981	-0.0197
TCGA-EE-A2GL-06A-11D-A194-01	18	38118688	38119211	2	-1.1966
TCGA-EE-A2GL-06A-11D-A194-01	18	38123271	48359730	6523	-0.0221
TCGA-EE-A2GL-06A-11D-A194-01	18	48359775	48364668	2	-1.0445
TCGA-EE-A2GL-06A-11D-A194-01	18	48364819	51446198	2051	-0.0311
TCGA-EE-A2GL-06A-11D-A194-01	18	51448418	51448585	2	-1.1998
TCGA-EE-A2GL-06A-11D-A194-01	18	51448760	77109240	14102	-0.0231
TCGA-EE-A2GL-06A-11D-A194-01	19	284018	58878226	23937	0.0555
TCGA-EE-A2GL-06A-11D-A194-01	20	455764	60582837	36685	-0.0189
TCGA-EE-A2GL-06A-11D-A194-01	20	60584072	60584360	2	-1.3513
TCGA-EE-A2GL-06A-11D-A194-01	20	60586475	62219837	580	-0.0447
TCGA-EE-A2GL-06A-11D-A194-01	21	15347621	47678774	20575	-0.0026
TCGA-EE-A2GL-06A-11D-A194-01	22	17423930	49331012	16917	-0.0132
TCGA-EE-A2GL-06A-11D-A194-01	23	3157107	85929871	33151	3e-04
TCGA-EE-A2GL-06A-11D-A194-01	23	85932163	86336661	235	0.4261
TCGA-EE-A2GL-06A-11D-A194-01	23	86336680	154905589	30407	-5e-04
TCGA-EE-A2GM-06B-11D-A194-01	1	3218610	43417781	21231	-0.0797
TCGA-EE-A2GM-06B-11D-A194-01	1	43419091	43419215	2	-1.4622
TCGA-EE-A2GM-06B-11D-A194-01	1	43419705	149879545	46508	-0.0313
TCGA-EE-A2GM-06B-11D-A194-01	1	149881398	157959615	3952	0.5312
TCGA-EE-A2GM-06B-11D-A194-01	1	157962929	158067047	91	0.2844
TCGA-EE-A2GM-06B-11D-A194-01	1	158068344	193722542	23000	0.5668
TCGA-EE-A2GM-06B-11D-A194-01	1	193726336	193734196	2	-1.0306
TCGA-EE-A2GM-06B-11D-A194-01	1	193737458	205386068	7085	0.6268
TCGA-EE-A2GM-06B-11D-A194-01	1	205389460	205391959	3	-0.2366
TCGA-EE-A2GM-06B-11D-A194-01	1	205392408	247813706	27196	0.601
TCGA-EE-A2GM-06B-11D-A194-01	2	484222	67154656	38911	0.2801
TCGA-EE-A2GM-06B-11D-A194-01	2	67157160	67158316	2	-0.9962
TCGA-EE-A2GM-06B-11D-A194-01	2	67159055	123096893	25399	0.2769
TCGA-EE-A2GM-06B-11D-A194-01	2	123098420	123098421	2	-0.9274
TCGA-EE-A2GM-06B-11D-A194-01	2	123099337	154731306	16627	0.2933
TCGA-EE-A2GM-06B-11D-A194-01	2	154731430	154731431	2	-1.1471
TCGA-EE-A2GM-06B-11D-A194-01	2	154731612	156595596	1011	0.3138
TCGA-EE-A2GM-06B-11D-A194-01	2	156595644	156596368	4	-0.8012
TCGA-EE-A2GM-06B-11D-A194-01	2	156596460	242476062	49303	0.2961
TCGA-EE-A2GM-06B-11D-A194-01	3	2212571	81546416	46699	-0.0254
TCGA-EE-A2GM-06B-11D-A194-01	3	81547122	81547264	2	-1.5258
TCGA-EE-A2GM-06B-11D-A194-01	3	81550076	186293714	53651	-0.0147
TCGA-EE-A2GM-06B-11D-A194-01	3	186293820	186293890	2	-1.3708
TCGA-EE-A2GM-06B-11D-A194-01	3	186293948	190016192	2568	-0.0293
TCGA-EE-A2GM-06B-11D-A194-01	3	190016623	190019551	3	-0.9361
TCGA-EE-A2GM-06B-11D-A194-01	3	190019560	197538677	3370	-0.0382
TCGA-EE-A2GM-06B-11D-A194-01	4	1053934	128094484	70400	-0.503
TCGA-EE-A2GM-06B-11D-A194-01	4	128096471	128252293	92	0.0286
TCGA-EE-A2GM-06B-11D-A194-01	4	128254674	178613260	27286	-0.4944
TCGA-EE-A2GM-06B-11D-A194-01	4	178617740	178708707	57	-1.6094
TCGA-EE-A2GM-06B-11D-A194-01	4	178710476	188762240	4664	-0.5382
TCGA-EE-A2GM-06B-11D-A194-01	5	914233	10619527	7070	0.309
TCGA-EE-A2GM-06B-11D-A194-01	5	10619953	10631555	13	0.8319
TCGA-EE-A2GM-06B-11D-A194-01	5	10633985	16828233	3358	0.3197
TCGA-EE-A2GM-06B-11D-A194-01	5	16831106	16831299	2	-0.8623
TCGA-EE-A2GM-06B-11D-A194-01	5	16834568	45378456	15490	0.3275
TCGA-EE-A2GM-06B-11D-A194-01	5	50124856	180360469	74396	-0.5098
TCGA-EE-A2GM-06B-11D-A194-01	6	1014281	21127626	14146	-0.0426
TCGA-EE-A2GM-06B-11D-A194-01	6	21128299	21129457	2	1.0758
TCGA-EE-A2GM-06B-11D-A194-01	6	21130094	22167185	689	-0.0353
TCGA-EE-A2GM-06B-11D-A194-01	6	22172616	22174982	3	-0.9989
TCGA-EE-A2GM-06B-11D-A194-01	6	22182299	94379077	37151	-0.0228
TCGA-EE-A2GM-06B-11D-A194-01	6	94383637	94475144	56	0.3648
TCGA-EE-A2GM-06B-11D-A194-01	6	95273664	168867502	43606	-0.0154
TCGA-EE-A2GM-06B-11D-A194-01	6	168879958	168974555	11	-0.5044
TCGA-EE-A2GM-06B-11D-A194-01	6	168975266	170903919	771	-0.0455
TCGA-EE-A2GM-06B-11D-A194-01	7	705284	123723748	63002	0.3229
TCGA-EE-A2GM-06B-11D-A194-01	7	123724157	123733904	8	-0.4982
TCGA-EE-A2GM-06B-11D-A194-01	7	123740768	158385118	18281	0.3127
TCGA-EE-A2GM-06B-11D-A194-01	8	617667	92043634	49767	0.289
TCGA-EE-A2GM-06B-11D-A194-01	8	92046783	92048674	3	-0.6149
TCGA-EE-A2GM-06B-11D-A194-01	8	92054316	104845420	7509	0.2988
TCGA-EE-A2GM-06B-11D-A194-01	8	104846209	104849193	2	-0.813
TCGA-EE-A2GM-06B-11D-A194-01	8	104850478	145232496	24227	0.2938
TCGA-EE-A2GM-06B-11D-A194-01	9	789932	4007042	2211	-0.5715
TCGA-EE-A2GM-06B-11D-A194-01	9	4007714	4008586	3	-2.4081
TCGA-EE-A2GM-06B-11D-A194-01	9	4022162	93731198	36721	-0.5333
TCGA-EE-A2GM-06B-11D-A194-01	9	93736643	93745381	10	-1.5773
TCGA-EE-A2GM-06B-11D-A194-01	9	93746256	123966952	19975	-0.5351
TCGA-EE-A2GM-06B-11D-A194-01	9	123967760	123968982	2	-2.6145
TCGA-EE-A2GM-06B-11D-A194-01	9	123971612	140938752	8896	-0.568
TCGA-EE-A2GM-06B-11D-A194-01	10	415240	38594045	25940	-0.5584
TCGA-EE-A2GM-06B-11D-A194-01	10	38594142	39024582	83	-0.2458
TCGA-EE-A2GM-06B-11D-A194-01	10	39030136	60461322	8144	-0.5274
TCGA-EE-A2GM-06B-11D-A194-01	10	60461450	60464393	5	-2.6819
TCGA-EE-A2GM-06B-11D-A194-01	10	60465104	135225087	46445	-0.5367
TCGA-EE-A2GM-06B-11D-A194-01	11	456120	36629625	23276	-0.5258
TCGA-EE-A2GM-06B-11D-A194-01	11	36632778	36633302	2	-2.9373
TCGA-EE-A2GM-06B-11D-A194-01	11	36633402	87536008	23623	-0.534
TCGA-EE-A2GM-06B-11D-A194-01	11	87536422	87539440	2	-2.7337
TCGA-EE-A2GM-06B-11D-A194-01	11	87539455	118318179	19257	-0.5092
TCGA-EE-A2GM-06B-11D-A194-01	11	118324800	119553678	753	-0.0534
TCGA-EE-A2GM-06B-11D-A194-01	11	119559027	119559131	2	-1.4513
TCGA-EE-A2GM-06B-11D-A194-01	11	119560449	134142530	10144	-0.0527
TCGA-EE-A2GM-06B-11D-A194-01	12	889902	21803351	11984	-0.037
TCGA-EE-A2GM-06B-11D-A194-01	12	21803440	21804008	2	-1.5397
TCGA-EE-A2GM-06B-11D-A194-01	12	21804756	24393754	1718	-0.0095
TCGA-EE-A2GM-06B-11D-A194-01	12	24395202	24395272	3	-1.7254
TCGA-EE-A2GM-06B-11D-A194-01	12	24396944	75655360	26622	-0.0257
TCGA-EE-A2GM-06B-11D-A194-01	12	75656975	75705581	38	0.3917
TCGA-EE-A2GM-06B-11D-A194-01	12	75713292	121641509	28334	-0.0277
TCGA-EE-A2GM-06B-11D-A194-01	12	121641625	121643856	2	-1.2243
TCGA-EE-A2GM-06B-11D-A194-01	12	121644569	133161346	5193	-0.0557
TCGA-EE-A2GM-06B-11D-A194-01	13	19450806	102090037	48229	0.316
TCGA-EE-A2GM-06B-11D-A194-01	13	102095138	102244431	147	-0.5763
TCGA-EE-A2GM-06B-11D-A194-01	13	102246839	107216598	3383	0.32
TCGA-EE-A2GM-06B-11D-A194-01	13	107216959	114987458	4851	-0.5867
TCGA-EE-A2GM-06B-11D-A194-01	14	20501368	105988038	49430	0.2513
TCGA-EE-A2GM-06B-11D-A194-01	15	23687685	101884307	44511	0.2897
TCGA-EE-A2GM-06B-11D-A194-01	16	653459	25724292	11354	0.2208
TCGA-EE-A2GM-06B-11D-A194-01	16	25724921	27132021	1142	0.7188
TCGA-EE-A2GM-06B-11D-A194-01	16	27132249	66875015	14663	0.2527
TCGA-EE-A2GM-06B-11D-A194-01	16	66876106	66879076	2	-1.0058
TCGA-EE-A2GM-06B-11D-A194-01	16	66879965	89379936	13619	0.241
TCGA-EE-A2GM-06B-11D-A194-01	17	987221	16259098	7715	0.2779
TCGA-EE-A2GM-06B-11D-A194-01	17	16259548	16260198	2	-3.204
TCGA-EE-A2GM-06B-11D-A194-01	17	16260569	80917016	29263	0.2741
TCGA-EE-A2GM-06B-11D-A194-01	18	329586	20159591	8919	0.292
TCGA-EE-A2GM-06B-11D-A194-01	18	20160083	20160453	3	-0.8727
TCGA-EE-A2GM-06B-11D-A194-01	18	20163029	77109240	33736	0.3075
TCGA-EE-A2GM-06B-11D-A194-01	19	284018	24052992	8950	-0.5348
TCGA-EE-A2GM-06B-11D-A194-01	19	28240494	41937095	8109	-0.0737
TCGA-EE-A2GM-06B-11D-A194-01	19	41938040	41938063	2	-1.6025
TCGA-EE-A2GM-06B-11D-A194-01	19	41938954	49032887	2948	-0.076
TCGA-EE-A2GM-06B-11D-A194-01	19	49035383	49075915	19	-0.4847
TCGA-EE-A2GM-06B-11D-A194-01	19	49083493	58878226	3881	-0.0905
TCGA-EE-A2GM-06B-11D-A194-01	20	455764	62219837	37270	0.2717
TCGA-EE-A2GM-06B-11D-A194-01	21	15347621	19037684	2218	0.3065
TCGA-EE-A2GM-06B-11D-A194-01	21	19038087	20697835	1132	0.532
TCGA-EE-A2GM-06B-11D-A194-01	21	20704482	47678774	17226	0.2722
TCGA-EE-A2GM-06B-11D-A194-01	22	17423930	49331012	16915	0.2637
TCGA-EE-A2GM-06B-11D-A194-01	23	3157107	44507757	18592	-0.0098
TCGA-EE-A2GM-06B-11D-A194-01	23	44511115	44513907	2	-1.1998
TCGA-EE-A2GM-06B-11D-A194-01	23	44514404	51568476	3113	-0.0128
TCGA-EE-A2GM-06B-11D-A194-01	23	51570113	51571028	2	-1.332
TCGA-EE-A2GM-06B-11D-A194-01	23	51571617	64819250	3116	0.001
TCGA-EE-A2GM-06B-11D-A194-01	23	64827053	64827473	3	-1.1121
TCGA-EE-A2GM-06B-11D-A194-01	23	64827989	154905589	38964	0.0087
TCGA-EE-A2GN-06A-11D-A194-01	1	3218610	85980350	47206	-0.1354
TCGA-EE-A2GN-06A-11D-A194-01	1	85988564	85997286	7	0.5411
TCGA-EE-A2GN-06A-11D-A194-01	1	85998036	149879545	20505	-0.1312
TCGA-EE-A2GN-06A-11D-A194-01	1	149881398	234475730	53000	0.5617
TCGA-EE-A2GN-06A-11D-A194-01	1	234478405	234838606	235	0.1323
TCGA-EE-A2GN-06A-11D-A194-01	1	234851396	234862424	14	0.5678
TCGA-EE-A2GN-06A-11D-A194-01	1	234865117	235111050	193	0.1023
TCGA-EE-A2GN-06A-11D-A194-01	1	235111751	235130776	18	0.5661
TCGA-EE-A2GN-06A-11D-A194-01	1	235135832	235332467	17	0.1928
TCGA-EE-A2GN-06A-11D-A194-01	1	235340682	247813706	7853	0.5804
TCGA-EE-A2GN-06A-11D-A194-01	2	484222	123207097	64392	0.2643
TCGA-EE-A2GN-06A-11D-A194-01	2	123208632	123208669	2	-1.0787
TCGA-EE-A2GN-06A-11D-A194-01	2	123209204	238429105	64649	0.2449
TCGA-EE-A2GN-06A-11D-A194-01	2	238429944	238432002	2	-0.7739
TCGA-EE-A2GN-06A-11D-A194-01	2	238433955	242476062	2208	0.2281
TCGA-EE-A2GN-06A-11D-A194-01	3	2212571	112325666	60965	0.3014
TCGA-EE-A2GN-06A-11D-A194-01	3	112330200	129695714	10040	-0.9737
TCGA-EE-A2GN-06A-11D-A194-01	3	129698175	129698703	3	-4.569
TCGA-EE-A2GN-06A-11D-A194-01	3	129699358	148729008	10049	-0.973
TCGA-EE-A2GN-06A-11D-A194-01	3	148732740	148755571	8	-3.4752
TCGA-EE-A2GN-06A-11D-A194-01	3	148755861	157065295	4628	-0.9558
TCGA-EE-A2GN-06A-11D-A194-01	3	157070816	163949102	3467	0.2975
TCGA-EE-A2GN-06A-11D-A194-01	3	163952091	163952319	2	-1.6351
TCGA-EE-A2GN-06A-11D-A194-01	3	163954901	197538677	16941	0.295
TCGA-EE-A2GN-06A-11D-A194-01	4	1053934	188762240	102650	-0.1396
TCGA-EE-A2GN-06A-11D-A194-01	5	914233	51679083	26735	-0.1428
TCGA-EE-A2GN-06A-11D-A194-01	5	51681987	51691163	12	-1.1075
TCGA-EE-A2GN-06A-11D-A194-01	5	51696894	180360469	73685	-0.1412
TCGA-EE-A2GN-06A-11D-A194-01	6	1014281	92600709	50833	0.6124
TCGA-EE-A2GN-06A-11D-A194-01	6	92600947	92603229	2	-0.5606
TCGA-EE-A2GN-06A-11D-A194-01	6	92603354	98044297	2543	0.6147
TCGA-EE-A2GN-06A-11D-A194-01	6	98045074	135333873	21939	-0.2497
TCGA-EE-A2GN-06A-11D-A194-01	6	135334600	135335429	2	-2.7104
TCGA-EE-A2GN-06A-11D-A194-01	6	135342254	170903919	21093	-0.2506
TCGA-EE-A2GN-06A-11D-A194-01	7	705284	10476377	3784	0.3575
TCGA-EE-A2GN-06A-11D-A194-01	7	10478290	10744798	93	0.7466
TCGA-EE-A2GN-06A-11D-A194-01	7	10745764	11814398	762	0.3664
TCGA-EE-A2GN-06A-11D-A194-01	7	11819477	14679108	2149	0.6839
TCGA-EE-A2GN-06A-11D-A194-01	7	14679433	15196271	337	0.361
TCGA-EE-A2GN-06A-11D-A194-01	7	15201561	17983297	1366	0.7285
TCGA-EE-A2GN-06A-11D-A194-01	7	17983807	18906896	691	0.3393
TCGA-EE-A2GN-06A-11D-A194-01	7	19788774	20552968	562	0.6927
TCGA-EE-A2GN-06A-11D-A194-01	7	20564210	24067427	2462	0.3763
TCGA-EE-A2GN-06A-11D-A194-01	7	24070965	24385995	348	0.7374
TCGA-EE-A2GN-06A-11D-A194-01	7	24396473	30027868	3622	0.3598
TCGA-EE-A2GN-06A-11D-A194-01	7	30031274	30725701	395	0.6172
TCGA-EE-A2GN-06A-11D-A194-01	7	30725741	30738557	10	0.3716
TCGA-EE-A2GN-06A-11D-A194-01	7	30740576	34808862	2689	0.6934
TCGA-EE-A2GN-06A-11D-A194-01	7	34809198	38809992	2796	0.8978
TCGA-EE-A2GN-06A-11D-A194-01	7	38810056	39232960	278	0.6815
TCGA-EE-A2GN-06A-11D-A194-01	7	39236030	41930721	1654	0.9483
TCGA-EE-A2GN-06A-11D-A194-01	7	41937815	47800521	3448	0.6718
TCGA-EE-A2GN-06A-11D-A194-01	7	47801191	49181784	897	0.9325
TCGA-EE-A2GN-06A-11D-A194-01	7	49188958	52605846	2466	0.66
TCGA-EE-A2GN-06A-11D-A194-01	7	52606827	53197149	432	0.9198
TCGA-EE-A2GN-06A-11D-A194-01	7	53208171	53237359	18	0.5033
TCGA-EE-A2GN-06A-11D-A194-01	7	53237564	53384868	123	0.8676
TCGA-EE-A2GN-06A-11D-A194-01	7	53392885	53604469	46	0.5606
TCGA-EE-A2GN-06A-11D-A194-01	7	53604871	53783217	149	0.2507
TCGA-EE-A2GN-06A-11D-A194-01	7	53785047	55428979	1202	-0.2437
TCGA-EE-A2GN-06A-11D-A194-01	7	55429017	56411569	436	0.3019
TCGA-EE-A2GN-06A-11D-A194-01	7	56423816	65248650	672	-0.2404
TCGA-EE-A2GN-06A-11D-A194-01	7	65251490	65831225	163	0.2161
TCGA-EE-A2GN-06A-11D-A194-01	7	65833683	67126955	450	-0.1844
TCGA-EE-A2GN-06A-11D-A194-01	7	67127889	67128065	2	-1.5605
TCGA-EE-A2GN-06A-11D-A194-01	7	67128416	67802540	438	-0.1925
TCGA-EE-A2GN-06A-11D-A194-01	7	67803137	67804287	3	-1.4459
TCGA-EE-A2GN-06A-11D-A194-01	7	67806641	158385118	46308	-0.2404
TCGA-EE-A2GN-06A-11D-A194-01	8	617667	68525361	36477	0.301
TCGA-EE-A2GN-06A-11D-A194-01	8	68525412	68540570	16	-0.2276
TCGA-EE-A2GN-06A-11D-A194-01	8	68540972	113894215	25538	0.2917
TCGA-EE-A2GN-06A-11D-A194-01	8	113933053	114198647	135	-1.0247
TCGA-EE-A2GN-06A-11D-A194-01	8	114199010	145232496	19345	0.2913
TCGA-EE-A2GN-06A-11D-A194-01	9	789932	4007042	2192	-1.0169
TCGA-EE-A2GN-06A-11D-A194-01	9	4007714	4008586	3	-5.546
TCGA-EE-A2GN-06A-11D-A194-01	9	4022162	4978643	774	-1.0332
TCGA-EE-A2GN-06A-11D-A194-01	9	4981269	5024492	76	-0.7105
TCGA-EE-A2GN-06A-11D-A194-01	9	5037453	5039434	10	-0.0824
TCGA-EE-A2GN-06A-11D-A194-01	9	5039470	5060252	36	-0.7169
TCGA-EE-A2GN-06A-11D-A194-01	9	5060334	8258921	1349	-0.96
TCGA-EE-A2GN-06A-11D-A194-01	9	8259072	8260927	4	-4.3837
TCGA-EE-A2GN-06A-11D-A194-01	9	8261021	11003454	1547	-1.0078
TCGA-EE-A2GN-06A-11D-A194-01	9	11003940	11009267	3	-4.503
TCGA-EE-A2GN-06A-11D-A194-01	9	11009378	13682827	877	-0.9864
TCGA-EE-A2GN-06A-11D-A194-01	9	13683509	13683568	2	-6.6439
TCGA-EE-A2GN-06A-11D-A194-01	9	13683649	19017723	4367	-0.9723
TCGA-EE-A2GN-06A-11D-A194-01	9	19017868	20485939	1083	-0.1662
TCGA-EE-A2GN-06A-11D-A194-01	9	20489571	20494511	3	-1.0205
TCGA-EE-A2GN-06A-11D-A194-01	9	20496832	20706648	153	-0.1749
TCGA-EE-A2GN-06A-11D-A194-01	9	20708817	25654528	3138	-0.9581
TCGA-EE-A2GN-06A-11D-A194-01	9	25677257	29039632	1800	-0.1643
TCGA-EE-A2GN-06A-11D-A194-01	9	29040151	38747688	5693	-0.9661
TCGA-EE-A2GN-06A-11D-A194-01	9	71039044	140938752	44658	0.2764
TCGA-EE-A2GN-06A-11D-A194-01	10	415240	991966	210	-1.0219
TCGA-EE-A2GN-06A-11D-A194-01	10	1030987	1031695	2	-6.7981
TCGA-EE-A2GN-06A-11D-A194-01	10	1031840	1560338	197	-1.0355
TCGA-EE-A2GN-06A-11D-A194-01	10	1560743	1560898	2	-5.1457
TCGA-EE-A2GN-06A-11D-A194-01	10	1561211	3941175	1545	-1.0587
TCGA-EE-A2GN-06A-11D-A194-01	10	3941279	3941340	3	-4.7513
TCGA-EE-A2GN-06A-11D-A194-01	10	3943080	6046009	1578	-1.0182
TCGA-EE-A2GN-06A-11D-A194-01	10	6048018	6048357	2	-6.5034
TCGA-EE-A2GN-06A-11D-A194-01	10	6049358	12701942	4931	-1.0078
TCGA-EE-A2GN-06A-11D-A194-01	10	12702068	12703940	2	-5.3162
TCGA-EE-A2GN-06A-11D-A194-01	10	12704191	21284390	6336	-0.9747
TCGA-EE-A2GN-06A-11D-A194-01	10	21285404	21286379	2	-6.6121
TCGA-EE-A2GN-06A-11D-A194-01	10	21287528	24483463	1832	-0.9437
TCGA-EE-A2GN-06A-11D-A194-01	10	24489469	24489833	2	-5.6511
TCGA-EE-A2GN-06A-11D-A194-01	10	24490283	29758819	3464	-0.9687
TCGA-EE-A2GN-06A-11D-A194-01	10	29759225	29763588	4	-4.0993
TCGA-EE-A2GN-06A-11D-A194-01	10	29763659	61181139	14281	-0.9187
TCGA-EE-A2GN-06A-11D-A194-01	10	61181517	61253246	41	-3.137
TCGA-EE-A2GN-06A-11D-A194-01	10	61254579	135225087	45610	-0.9113
TCGA-EE-A2GN-06A-11D-A194-01	11	456120	1584149	316	0.2725
TCGA-EE-A2GN-06A-11D-A194-01	11	1590305	119656950	66781	-0.1452
TCGA-EE-A2GN-06A-11D-A194-01	11	119657625	119659918	3	-1.4836
TCGA-EE-A2GN-06A-11D-A194-01	11	119660851	126029419	4570	-0.1382
TCGA-EE-A2GN-06A-11D-A194-01	11	126031096	134142530	5506	0.2888
TCGA-EE-A2GN-06A-11D-A194-01	12	889902	133161346	73863	-0.1335
TCGA-EE-A2GN-06A-11D-A194-01	13	19450806	90945966	41063	0.283
TCGA-EE-A2GN-06A-11D-A194-01	13	90947529	90947543	2	-1.0842
TCGA-EE-A2GN-06A-11D-A194-01	13	90952373	114987458	15562	0.2895
TCGA-EE-A2GN-06A-11D-A194-01	14	20501368	105988038	49402	-0.1402
TCGA-EE-A2GN-06A-11D-A194-01	15	23687685	71034013	26929	-0.137
TCGA-EE-A2GN-06A-11D-A194-01	15	71034144	71034245	3	0.7707
TCGA-EE-A2GN-06A-11D-A194-01	15	71034269	72389948	837	-0.1186
TCGA-EE-A2GN-06A-11D-A194-01	15	72404950	101884307	16735	0.6512
TCGA-EE-A2GN-06A-11D-A194-01	16	653459	1016057	71	0.3045
TCGA-EE-A2GN-06A-11D-A194-01	16	1018191	1022326	2	-0.8806
TCGA-EE-A2GN-06A-11D-A194-01	16	1026433	2025678	283	0.2613
TCGA-EE-A2GN-06A-11D-A194-01	16	2026442	2032055	2	-0.6921
TCGA-EE-A2GN-06A-11D-A194-01	16	2036048	4877958	1135	0.295
TCGA-EE-A2GN-06A-11D-A194-01	16	4878402	4883597	4	-0.457
TCGA-EE-A2GN-06A-11D-A194-01	16	4884126	28631585	11737	0.3086
TCGA-EE-A2GN-06A-11D-A194-01	16	29095340	31850299	650	0.8354
TCGA-EE-A2GN-06A-11D-A194-01	16	46507665	49589395	1651	0.3034
TCGA-EE-A2GN-06A-11D-A194-01	16	49590434	52399410	1944	-0.126
TCGA-EE-A2GN-06A-11D-A194-01	16	52399901	52400405	2	-1.9883
TCGA-EE-A2GN-06A-11D-A194-01	16	52400718	89379936	23293	-0.1278
TCGA-EE-A2GN-06A-11D-A194-01	17	987221	80917016	36959	-0.1433
TCGA-EE-A2GN-06A-11D-A194-01	18	329586	22268207	10205	-0.1256
TCGA-EE-A2GN-06A-11D-A194-01	18	22270773	22272394	6	-1.3115
TCGA-EE-A2GN-06A-11D-A194-01	18	22273000	27352081	3148	-0.1303
TCGA-EE-A2GN-06A-11D-A194-01	18	27352507	27353980	4	-0.9529
TCGA-EE-A2GN-06A-11D-A194-01	18	27355474	30732493	2134	-0.131
TCGA-EE-A2GN-06A-11D-A194-01	18	30732940	30732957	2	-1.4571
TCGA-EE-A2GN-06A-11D-A194-01	18	30741377	53618120	14228	-0.1361
TCGA-EE-A2GN-06A-11D-A194-01	18	53620456	54744845	698	-0.9773
TCGA-EE-A2GN-06A-11D-A194-01	18	54745406	54746518	4	-5.0288
TCGA-EE-A2GN-06A-11D-A194-01	18	54746548	59023851	2828	-0.9953
TCGA-EE-A2GN-06A-11D-A194-01	18	59024358	77109240	9343	-0.1483
TCGA-EE-A2GN-06A-11D-A194-01	19	284018	58878226	23920	-0.1439
TCGA-EE-A2GN-06A-11D-A194-01	20	455764	62219837	37269	0.2852
TCGA-EE-A2GN-06A-11D-A194-01	21	15347621	19028575	2210	0.2649
TCGA-EE-A2GN-06A-11D-A194-01	21	19031171	20697835	1139	0.4608
TCGA-EE-A2GN-06A-11D-A194-01	21	20704482	47678774	17226	0.2601
TCGA-EE-A2GN-06A-11D-A194-01	22	17423930	49331012	16918	0.2963
TCGA-EE-A2GN-06A-11D-A194-01	23	3157107	74268037	28493	0.0188
TCGA-EE-A2GN-06A-11D-A194-01	23	74268336	74268665	2	-4.0324
TCGA-EE-A2GN-06A-11D-A194-01	23	74272766	128745986	23706	0.0173
TCGA-EE-A2GN-06A-11D-A194-01	23	128746195	128746929	2	-3.7409
TCGA-EE-A2GN-06A-11D-A194-01	23	128749871	153712179	11349	0.0097
TCGA-EE-A2GN-06A-11D-A194-01	23	153713097	153713167	2	-4.7993
TCGA-EE-A2GN-06A-11D-A194-01	23	153713787	154905589	37	-4e-04
TCGA-EE-A2GO-06A-11D-A194-01	1	3218610	88388694	48625	-0.4297
TCGA-EE-A2GO-06A-11D-A194-01	1	88389160	88391527	4	-2.3815
TCGA-EE-A2GO-06A-11D-A194-01	1	88392440	149879545	18870	-0.402
TCGA-EE-A2GO-06A-11D-A194-01	1	149881398	247813706	61315	0.3495
TCGA-EE-A2GO-06A-11D-A194-01	2	484222	167759948	88232	0.0634
TCGA-EE-A2GO-06A-11D-A194-01	2	167761987	167780869	10	-0.5169
TCGA-EE-A2GO-06A-11D-A194-01	2	167781444	242011688	42682	0.1069
TCGA-EE-A2GO-06A-11D-A194-01	2	242014056	242014161	2	-1.4866
TCGA-EE-A2GO-06A-11D-A194-01	2	242016889	242476062	263	0.0083
TCGA-EE-A2GO-06A-11D-A194-01	3	2212571	178936351	96684	0.0703
TCGA-EE-A2GO-06A-11D-A194-01	3	178936529	178936584	2	-1.3783
TCGA-EE-A2GO-06A-11D-A194-01	3	178936623	197538677	9609	0.0555
TCGA-EE-A2GO-06A-11D-A194-01	4	1053934	188763651	102395	-0.4082
TCGA-EE-A2GO-06A-11D-A194-01	5	914233	9997370	6596	0.0127
TCGA-EE-A2GO-06A-11D-A194-01	5	9997582	9997631	2	-2.1068
TCGA-EE-A2GO-06A-11D-A194-01	5	9997785	111936924	52484	0.0465
TCGA-EE-A2GO-06A-11D-A194-01	5	111941838	111943552	3	-1.626
TCGA-EE-A2GO-06A-11D-A194-01	5	111944746	180360469	41341	0.0303
TCGA-EE-A2GO-06A-11D-A194-01	6	1014281	62982097	34176	0.0141
TCGA-EE-A2GO-06A-11D-A194-01	6	62993849	63350876	149	0.4151
TCGA-EE-A2GO-06A-11D-A194-01	6	63352105	170903919	61889	-0.4219
TCGA-EE-A2GO-06A-11D-A194-01	7	705284	42081102	24117	0.391
TCGA-EE-A2GO-06A-11D-A194-01	7	42081226	42084154	3	-0.7323
TCGA-EE-A2GO-06A-11D-A194-01	7	42084273	80900223	16957	0.3773
TCGA-EE-A2GO-06A-11D-A194-01	7	80906520	80907018	3	-1.8453
TCGA-EE-A2GO-06A-11D-A194-01	7	80909283	133060536	26894	0.3956
TCGA-EE-A2GO-06A-11D-A194-01	7	133060694	133129055	40	-0.3833
TCGA-EE-A2GO-06A-11D-A194-01	7	133130178	158385118	13273	0.3677
TCGA-EE-A2GO-06A-11D-A194-01	8	617667	145232496	81498	0.3584
TCGA-EE-A2GO-06A-11D-A194-01	9	789932	20703038	12557	-0.4152
TCGA-EE-A2GO-06A-11D-A194-01	9	20706648	20718240	9	-1.6112
